anio,id_area_salud,id_departamento,id_municipio,edad,id_vacuna,id_num_dosis,n_vacunados,poblacion
2017,1,16,1612,0,1,1,1582,1672.0
2017,1,16,1614,0,1,1,620,741.0
2017,1,16,1613,0,1,1,2527,2825.0
2017,1,16,1601,0,1,1,5467,5470.0
2017,1,16,1615,0,1,1,2483,2106.0
2017,1,16,1611,0,1,1,697,720.0
2017,1,16,1607,0,1,1,1695,2146.0
2017,1,16,1617,0,1,1,875,1067.0
2017,1,16,1603,0,1,1,1903,2135.0
2017,1,16,1610,0,1,1,1190,1494.0
2017,1,16,1609,0,1,1,5902,6028.0
2017,1,16,1602,0,1,1,802,890.0
2017,1,16,1608,0,1,1,4295,2489.0
2017,1,16,1604,0,1,1,1047,1032.0
2017,1,16,1605,0,1,1,572,589.0
2017,1,16,1606,0,1,1,1046,1403.0
2017,2,15,1504,0,1,1,1433,1544.0
2017,2,15,1506,0,1,1,149,187.0
2017,2,15,1505,0,1,1,225,280.0
2017,2,15,1508,0,1,1,1585,1785.0
2017,2,15,1503,0,1,1,856,1021.0
2017,2,15,1501,0,1,1,2303,1599.0
2017,2,15,1507,0,1,1,453,587.0
2017,2,15,1502,0,1,1,696,909.0
2017,3,04,0411,0,1,1,217,633.0
2017,3,04,0401,0,1,1,7628,2344.0
2017,3,04,0416,0,1,1,330,436.0
2017,3,04,0414,0,1,1,202,402.0
2017,3,04,0409,0,1,1,393,841.0
2017,3,04,0407,0,1,1,984,1442.0
2017,3,04,0408,0,1,1,180,194.0
2017,3,04,0413,0,1,1,250,770.0
2017,3,04,0402,0,1,1,419,676.0
2017,3,04,0403,0,1,1,677,1902.0
2017,3,04,0405,0,1,1,361,547.0
2017,3,04,0410,0,1,1,144,252.0
2017,3,04,0406,0,1,1,2110,2600.0
2017,3,04,0412,0,1,1,516,905.0
2017,3,04,0415,0,1,1,186,630.0
2017,4,20,2005,0,1,1,1185,1651.0
2017,4,20,2001,0,1,1,6116,2496.0
2017,4,20,2008,0,1,1,100,199.0
2017,4,20,2007,0,1,1,903,1324.0
2017,4,20,2011,0,1,1,173,413.0
2017,4,20,2004,0,1,1,1512,2071.0
2017,4,20,2006,0,1,1,727,832.0
2017,4,20,2009,0,1,1,231,585.0
2017,4,20,2010,0,1,1,115,300.0
2017,4,20,2002,0,1,1,83,155.0
2017,5,02,0205,0,1,1,247,264.0
2017,5,02,0201,0,1,1,601,588.0
2017,5,02,0202,0,1,1,207,253.0
2017,5,02,0203,0,1,1,923,1229.0
2017,5,02,0208,0,1,1,239,425.0
2017,5,02,0207,0,1,1,731,829.0
2017,5,02,0204,0,1,1,95,151.0
2017,5,02,0206,0,1,1,107,251.0
2017,6,05,0501,0,1,1,2845,3258.0
2017,6,05,0508,0,1,1,334,454.0
2017,6,05,0510,0,1,1,226,387.0
2017,6,05,1312,0,1,1,478,614.0
2017,6,05,0507,0,1,1,841,1208.0
2017,6,05,0505,0,1,1,461,974.0
2017,6,05,0513,0,1,1,965,1815.0
2017,6,05,0511,0,1,1,798,1252.0
2017,6,05,0502,0,1,1,1527,2541.0
2017,6,05,0512,0,1,1,217,367.0
2017,6,05,0514,0,1,1,56,57.0
2017,6,05,0504,0,1,1,289,583.0
2017,6,05,0506,0,1,1,1083,1392.0
2017,7,01,0101,0,1,1,28252,21648.0
2017,8,01,0112,0,1,1,187,372.0
2017,8,01,0108,0,1,1,4527,9306.0
2017,8,01,0110,0,1,1,3904,6159.0
2017,8,01,1202,0,1,1,1074,1014.0
2017,8,01,0111,0,1,1,813,806.0
2017,9,01,0106,0,1,1,704,2191.0
2017,9,01,0113,0,1,1,743,1071.0
2017,9,01,0105,0,1,1,710,1587.0
2017,9,01,0104,0,1,1,385,171.0
2017,9,01,0103,0,1,1,847,1992.0
2017,9,01,0107,0,1,1,195,1219.0
2017,9,01,0102,0,1,1,1195,1641.0
2017,10,01,0114,0,1,1,6879,3038.0
2017,10,01,0116,0,1,1,1896,3491.0
2017,10,01,0115,0,1,1,5534,8339.0
2017,11,13,1327,0,1,1,975,1370.0
2017,11,13,1326,0,1,1,3455,3786.0
2017,11,13,1302,0,1,1,1499,2452.0
2017,11,13,1319,0,1,1,1130,1301.0
2017,11,13,1322,0,1,1,727,627.0
2017,11,13,1304,0,1,1,1525,1825.0
2017,11,13,1301,0,1,1,1774,2507.0
2017,11,13,1307,0,1,1,1006,1115.0
2017,11,13,1312,0,1,1,1740,1745.0
2017,11,13,1705,0,1,1,880,1338.0
2017,11,13,1303,0,1,1,402,525.0
2017,11,13,1305,0,1,1,1179,1243.0
2017,11,13,1333,0,1,1,8,147.0
2017,11,13,1324,0,1,1,293,367.0
2017,11,13,1329,0,1,1,343,319.0
2017,11,13,1316,0,1,1,662,760.0
2017,11,13,1323,0,1,1,888,874.0
2017,11,13,1318,0,1,1,2036,2004.0
2017,11,13,1313,0,1,1,915,1167.0
2017,11,13,1306,0,1,1,1913,1155.0
2017,11,13,1314,0,1,1,456,468.0
2017,11,13,1328,0,1,1,290,346.0
2017,11,13,1325,0,1,1,579,611.0
2017,11,13,1320,0,1,1,872,1156.0
2017,11,13,1331,0,1,1,96,199.0
2017,11,13,1310,0,1,1,1084,1259.0
2017,11,13,1317,0,1,1,1565,1580.0
2017,11,13,1330,0,1,1,256,313.0
2017,11,13,1321,0,1,1,482,304.0
2017,11,13,1315,0,1,1,783,945.0
2017,11,13,1332,0,1,1,226,419.0
2017,12,14,1420,0,1,1,3439,2798.0
2017,13,14,1405,0,1,1,1209,1391.0
2017,13,14,1413,0,1,1,2519,1868.0
2017,13,14,1411,0,1,1,740,905.0
2017,14,18,1803,0,1,1,1784,2064.0
2017,14,18,1802,0,1,1,1696,1902.0
2017,14,18,1805,0,1,1,992,1416.0
2017,14,18,1804,0,1,1,1860,2231.0
2017,14,18,1801,0,1,1,3347,2176.0
2017,15,21,2101,0,1,1,5224,4375.0
2017,15,21,2107,0,1,1,685,1022.0
2017,15,21,2106,0,1,1,269,606.0
2017,15,21,2105,0,1,1,291,523.0
2017,15,21,2103,0,1,1,216,512.0
2017,15,21,2104,0,1,1,91,165.0
2017,15,21,2102,0,1,1,919,1769.0
2017,16,22,2204,0,1,1,212,239.0
2017,16,22,2205,0,1,1,903,840.0
2017,16,22,2207,0,1,1,238,279.0
2017,16,22,2211,0,1,1,575,784.0
2017,16,22,2213,0,1,1,467,714.0
2017,16,22,2209,0,1,1,127,179.0
2017,16,22,2202,0,1,1,475,457.0
2017,16,22,2212,0,1,1,306,566.0
2017,16,22,2208,0,1,1,91,73.0
2017,16,22,2201,0,1,1,5291,3536.0
2017,16,22,2214,0,1,1,880,1100.0
2017,16,22,2215,0,1,1,185,240.0
2017,16,22,2216,0,1,1,196,256.0
2017,16,22,2203,0,1,1,345,532.0
2017,16,22,2206,0,1,1,196,305.0
2017,16,22,2210,0,1,1,108,189.0
2017,17,17,1701,0,1,1,2754,841.0
2017,17,17,1711,0,1,1,450,651.0
2017,17,17,1704,0,1,1,518,796.0
2017,17,17,1703,0,1,1,221,1156.0
2017,17,17,1706,0,1,1,211,438.0
2017,17,17,1702,0,1,1,126,171.0
2017,18,17,1705,0,1,1,1860,2040.0
